Zip,Median,Mean,Pop
38392,"37,615","49,319",776
38401,"46,513","57,435","54,469"
38425,"35,212","40,693","3,724"
38449,"40,360","50,630","2,811"
38450,"37,401","42,527","2,778"
38451,"53,452","71,677","4,730"
38452,"38,112","44,189","1,091"
38453,"43,598","67,175",373
38454,"33,956","41,607","1,208"
38455,"36,296","47,490",227
38456,"35,239","39,071","4,239"
38457,"43,343","53,485",808
38459,"43,477","67,606",453
38460,"34,969","49,811","1,410"
38461,"46,743","51,008","1,379"
38462,"33,710","44,941","10,297"
38463,"35,741","42,367","2,817"
38464,"33,623","45,908","22,293"
38468,"36,720","45,562","5,201"
38469,"42,838","51,527","4,092"
38471,"38,320","44,675",530
38472,"1,432","1,991",102
38473,"35,172","50,519","1,061"
38474,"36,954","43,410","7,719"
38475,"28,362","39,252",635
38476,"56,679","80,250","1,228"
38477,"44,274","57,146","2,766"
38478,"35,973","46,460","17,521"
38481,"31,578","40,489",896
38482,"44,025","53,098","1,535"
38483,"36,953","46,347","5,554"
38485,"32,201","39,661","6,502"
38486,"32,615","42,338",967
38487,"45,531","51,729","1,057"
38488,"45,646","53,649","2,524"
38501,"33,970","47,095","36,687"
38504,"39,340","50,763",901
38505,"18,257","26,291","1,806"
38506,"40,371","52,235","26,521"
38541,"33,750","41,470","1,613"
38542,"30,213","38,365",22
38543,"33,914","43,115",560
38544,"33,660","45,543","6,543"
38545,"33,565","42,970","1,474"
38547,"47,289","58,267","1,975"
38548,"38,825","51,836",731
38549,"30,165","44,842","3,679"
38551,"32,013","42,709","4,106"
38552,"39,209","55,670",275
38553,"32,012","36,203","2,312"
38554,"30,006","38,162",827
38555,"36,247","47,750","18,809"
38556,"29,239","42,415","12,540"
38558,"45,071","61,595","6,970"
38559,"34,673","43,419","1,340"
38560,"39,209","55,670","1,425"
38562,"33,466","40,982","6,554"
38563,"46,410","56,596","2,330"
38564,"28,979","37,624",453
38565,"32,385","36,914","1,098"
38567,"47,195","58,927",784
38568,"29,288","37,889","2,034"
38569,"42,517","54,219",363
38570,"37,669","48,293","9,898"
38571,"36,847","44,237","13,848"
38572,"35,919","44,462","10,649"
38573,"33,259","42,261","2,198"
38574,"29,806","39,009","8,413"
38575,"32,272","36,491","1,172"
38577,"29,227","42,718","1,153"
38578,"29,032","39,225",177
38579,"37,607","45,745","1,063"
38580,"33,634","44,277","1,743"
38581,"34,141","44,147","4,112"
38582,"37,219","50,646","1,426"
38583,"33,673","44,146","23,825"
38585,"26,698","40,814","3,717"
38587,"33,611","43,394","1,301"
38588,"32,527","39,430","1,011"
38589,"33,716","40,392",200
38601,"35,250","48,490","2,305"
38603,"27,194","34,333","2,833"
38606,"35,188","44,444","15,396"
38610,"31,127","37,146","2,822"
38611,"43,467","53,010","14,806"
38614,"26,264","40,358","23,627"
38617,"21,472","35,998",965
38618,"41,222","51,136","10,847"
38619,"31,338","41,092","4,762"
38620,"38,860","46,159","3,549"
38621,"27,765","37,006","2,098"
38622,"28,559","37,373",772
38623,"23,333","29,661",283
38625,"23,052","27,505",679
38626,"32,411","42,209","1,469"
38627,"38,254","45,491","1,094"
38629,"30,972","41,833","1,657"
38630,"41,813","82,465",161
38631,"21,472","35,998","1,592"
38632,"59,810","70,736","16,030"
38633,"39,671","47,340","2,153"
38635,"30,730","40,188","16,025"
38637,"47,219","54,999","19,945"
38639,"21,471","36,019","1,665"
38641,"48,627","61,640","1,921"
38642,"36,913","44,728","2,238"
38643,"22,136","31,457","3,203"
38644,"21,472","35,998",245
38645,"21,203","45,170","1,551"
38646,"28,119","36,753","3,864"
38647,"26,708","33,859","1,027"
38650,"39,335","49,454","3,682"
38651,"68,657","78,873","5,747"
38652,"27,124","36,789","12,785"
38654,"70,500","76,381","28,221"
38655,"39,509","57,551","28,342"
38658,"39,581","45,885","1,920"
38659,"31,390","48,762","2,792"
38661,"46,613","53,667","1,891"
38663,"31,304","39,562","11,672"
38664,"35,171","43,776","1,369"
38665,"37,395","44,212","2,146"
38666,"31,041","39,282","7,187"
38668,"40,649","50,631","12,616"
38670,"23,964","30,413","1,406"
38671,"48,554","54,423","27,046"
38672,"77,836","85,062","2,308"
38673,"33,923","47,461",672
38674,"32,714","46,181",959
38676,"27,520","40,380","6,596"
38677,"14,667","29,867","4,256"
38680,"57,683","67,582","4,147"
38683,"34,889","47,732","4,909"
38685,"30,549","48,679","1,264"
38701,"31,240","42,610","29,819"
38703,"26,011","36,480","17,192"
38704,"21,360","33,698",58
38720,"29,625","55,955",651
38721,"31,159","38,609","1,720"
38722,"34,148","48,315",816
38723,"33,370","44,795",63
38725,"20,129","31,816","1,209"
38726,"18,526","28,677",779
38730,"38,037","54,283","1,878"
38731,"33,370","44,795",175
38732,"36,507","49,406","19,462"
38736,"22,080","33,304",529
38737,"26,609","34,456","5,316"
38738,"26,613","34,476","3,068"
38740,"16,864","28,197",656
38744,"30,184","41,851",995
38745,"21,360","33,698",280
38746,"17,118","28,095",970
38748,"24,927","36,153","5,351"
38749,"28,073","44,825",27
38751,"26,144","37,097","13,411"
38753,"28,733","44,175","1,718"
38754,"25,091","35,360","1,758"
38756,"25,489","40,492","8,024"
38759,"26,603","37,269","1,389"
38760,"25,000","38,182","1,075"
38761,"21,102","31,619","3,248"
38762,"23,032","33,111","3,093"
38764,"17,829","27,313",597
38765,"31,159","38,609",294
38767,"41,813","82,465",87
38768,"26,613","34,476",260
38769,"54,971","72,604","2,974"
38771,"24,165","36,360","3,552"
38772,"20,129","31,816",187
38773,"22,305","34,555","4,205"
38774,"16,917","28,239","3,355"
38778,"24,035","41,337","2,063"
38781,"23,019","33,106",415
38801,"36,785","53,996","27,878"
38804,"41,740","60,078","17,179"
38821,"35,691","46,696","12,637"
38824,"31,058","39,261","7,356"
38826,"56,916","84,126","3,978"
38827,"29,222","39,468","2,773"
38828,"35,544","43,929","3,481"
38829,"32,514","43,506","18,472"
38833,"32,810","44,684","2,492"
38834,"32,582","43,891","27,246"
38838,"29,222","39,468","1,537"
38841,"44,226","49,321","2,391"
38843,"35,741","47,638","11,345"
38844,"31,261","47,229",203
38846,"35,080","45,338","2,158"
38847,"34,629","46,163","3,477"
38848,"39,102","48,278",801
38849,"39,972","46,401","3,913"
38850,"31,678","38,037","3,299"
38851,"31,793","43,419","9,206"
38852,"64,195","88,019","9,145"
38855,"39,871","46,771","4,229"
38856,"37,265","43,918","1,938"
38857,"38,150","51,163","2,623"
38858,"38,967","49,491","7,157"
38859,"35,091","41,579",754
38860,"28,256","38,150","6,234"
38862,"35,975","43,626","2,901"
38863,"37,236","47,773","17,730"
38864,"29,523","46,334","1,711"
38865,"43,285","47,086","4,558"
38866,"49,214","61,568","8,906"
38868,"36,623","44,567","5,259"
38869,"40,434","51,519",425
38870,"47,414","50,393","2,968"
38871,"40,053","46,475","1,528"
38873,"29,889","39,921","2,615"
38876,"47,000","57,374","1,268"
38878,"27,374","34,676","2,684"
38879,"24,388","36,089","1,100"
38901,"32,592","45,764","19,958"
38913,"35,848","41,334",387
38914,"38,390","45,026",514
38915,"27,981","35,195","4,006"
38916,"27,661","36,813","5,406"
38917,"31,116","46,463","3,621"
38920,"28,952","35,073",933
38921,"25,536","33,850","5,573"
38922,"30,848","42,562","3,539"
38923,"22,500","36,461","1,365"
38924,"18,632","27,327","1,036"
38925,"35,654","43,681","2,501"
38927,"35,417","42,388","1,099"
38928,"26,179","32,007",640
38929,"35,607","47,041","1,364"
38930,"24,061","35,787","28,163"
38940,"35,186","52,017","1,964"
38941,"21,433","29,200","5,832"
38943,"29,796","44,931",401
38945,"14,595","26,564",82
38946,"21,486","29,261",402
38947,"32,188","47,708",483
38948,"30,631","39,286","2,508"
38949,"47,982","65,404",296
38950,"26,179","32,007",481
38951,"36,625","42,587","1,335"
38952,"1,917","3,129",219
38953,"32,225","42,244",782
38954,"20,157","29,887","1,832"
38957,"22,407","32,576",883
38958,"21,486","29,261",111
38961,"31,053","39,524",926
38962,"31,317","37,688",197
38963,"22,365","33,922","2,004"
38964,"22,218","31,847",178
38965,"33,202","44,867","9,087"
38966,"23,524","32,408","1,530"
38967,"30,685","39,814","7,918"
39038,"24,226","35,463","7,316"
39039,"32,523","46,496","2,200"
39040,"41,027","52,839","3,523"
39041,"38,654","59,285","3,633"
39042,"62,237","72,371","27,233"
39044,"43,803","51,522","3,679"
39045,"22,335","34,224","1,292"
39046,"37,944","47,715","22,488"
39047,"68,928","84,388","23,312"
39051,"34,072","43,381","15,440"
39054,"31,159","38,609",489
39056,"51,947","65,919","25,242"
39057,"31,117","42,595","1,898"
39059,"35,833","44,639","12,065"
39061,"31,159","38,609",92
39062,"33,185","48,244",408
39063,"24,275","36,438","4,054"
39066,"33,316","46,229","4,581"
39067,"32,411","48,573","1,499"
39069,"22,752","32,023","6,686"
39071,"48,486","73,838","4,647"
39073,"45,994","60,148","17,036"
39074,"34,290","47,797","15,030"
39078,"39,628","48,602",824
39079,"21,913","31,104","1,991"
39082,"42,321","49,529","1,333"
39083,"34,868","45,984","10,310"
39086,"28,574","36,788","2,012"
39088,"40,842","51,713",215
39090,"29,240","43,490","13,429"
39092,"30,684","44,466","3,167"
39094,"33,983","42,878","3,994"
39095,"21,451","32,517","8,007"
39096,"21,524","31,952","3,628"
39097,"27,246","41,031","1,126"
39108,"29,992","45,850","2,146"
39110,"89,947","109,651","23,940"
39111,"32,463","46,796","10,300"
39113,"21,360","33,698",837
39114,"39,000","50,650","10,224"
39115,"27,246","41,031",264
39116,"35,401","46,430","2,515"
39117,"41,448","47,304","10,036"
39119,"31,849","46,623","5,514"
39120,"27,832","42,043","34,606"
39140,"30,146","41,769","2,312"
39144,"20,712","32,145","1,214"
39145,"58,393","70,504","5,080"
39146,"21,787","31,650","3,156"
39149,"40,165","50,921","1,799"
39150,"23,958","33,625","6,648"
39152,"37,957","49,684","1,191"
39153,"37,460","48,979","3,776"
39154,"49,028","64,289","9,568"
39156,"44,453","61,891",271
39157,"65,648","83,912","20,900"
39159,"27,212","36,820","4,392"
39160,"22,550","36,543","2,960"
39162,"46,466","59,324",251
39166,"27,246","41,031",807
39167,"42,500","57,134",76
39168,"38,361","51,631","6,762"
39169,"17,601","24,040","3,726"
39170,"56,300","69,702","7,515"
39174,"41,317","49,256",729
39175,"35,383","48,564","5,098"
39176,"23,813","37,743","2,355"
39177,"21,360","33,698",169
39179,"28,033","43,604","1,287"
39180,"41,363","53,703","33,228"
39183,"40,037","55,730","16,117"
39189,"29,881","42,124","3,409"
39191,"41,603","55,728","7,235"
39192,"28,402","41,298","2,011"
39193,"32,250","45,094","1,401"
39194,"26,788","38,271","20,720"
39201,"16,235","30,247","1,212"
39202,"38,695","53,565","9,591"
39203,"22,355","29,695","9,162"
39204,"27,757","35,587","19,917"
39206,"38,257","47,276","28,053"
39208,"42,770","56,551","27,720"
39209,"29,673","37,600","34,820"
39211,"66,931","95,355","24,019"
39212,"40,140","47,048","31,450"
39213,"26,051","36,207","26,212"
39216,"41,567","81,015","4,048"
39217,"17,252","22,182",330
39218,"40,392","54,805","6,140"
39232,"52,764","67,047","5,723"
39272,"53,031","63,663","7,032"
39301,"28,324","43,235","27,510"
39305,"45,792","64,936","19,402"
39307,"27,509","38,278","18,115"
39309,"50,810","69,428",609
39320,"48,067","58,745","1,625"
39322,"40,358","46,327","1,939"
39323,"43,896","49,093","1,187"
39325,"47,685","58,739","5,446"
39326,"37,762","50,715",661
39327,"33,962","43,827","4,040"
39328,"14,522","19,161","2,333"
39330,"28,762","36,920","2,569"
39332,"42,215","44,219","1,567"
39335,"33,446","48,701","3,185"
39336,"38,713","44,223","1,439"
39337,"43,535","51,474","1,995"
39338,"9,877","13,028",920
39339,"31,166","43,199","16,392"
39341,"23,426","33,859","7,626"
39342,"44,105","61,745","1,185"
39345,"32,538","38,615","6,414"
39346,"27,612","39,978","2,311"
39347,"15,124","22,527",825
39348,"18,868","28,062",564
39350,"33,760","47,513","23,657"
39354,"29,277","39,091","2,091"
39355,"32,266","43,229","7,464"
39358,33,54,3
39359,"26,608","43,083",233
39360,"28,311","40,312","4,295"
39361,"22,677","33,783","1,704"
39362,"43,843","46,138","2,869"
39363,"29,328","36,477","1,993"
39364,"31,015","47,732","2,880"
39365,"34,465","45,273","7,584"
39366,"24,984","37,346","1,597"
39367,"30,208","42,289","15,885"
39401,"27,649","38,826","40,837"
39402,"56,189","75,568","27,229"
39406,"17,313","24,438","3,783"
39421,"34,766","38,041","3,131"
39422,"29,875","46,927","5,606"
39423,"36,612","40,807","2,813"
39425,"37,167","44,126","1,597"
39426,"48,387","61,197","13,499"
39427,"21,422","33,243","1,532"
39428,"29,767","41,963","9,787"
39429,"33,942","49,110","17,384"
39437,"38,274","48,823","12,189"
39439,"27,266","39,389","4,948"
39440,"29,516","46,304","20,731"
39443,"39,215","50,239","21,279"
39451,"41,175","45,492","5,996"
39452,"45,924","54,322","22,759"
39455,"33,122","44,963","7,901"
39456,"40,132","46,405","1,508"
39459,"38,725","44,272","3,093"
39461,"41,190","45,463",528
39462,"36,022","40,194","1,222"
39464,"34,619","44,595","2,289"
39465,"50,228","58,261","18,727"
39466,"37,732","48,278","24,518"
39470,"36,527","50,793","11,467"
39474,"26,447","36,979","6,974"
39475,"47,988","58,232","9,911"
39476,"43,232","49,397","7,351"
39477,"35,737","46,604",773
39478,"29,265","42,564","1,944"
39479,"40,909","52,143","5,431"
39480,"45,352","57,204","2,630"
39481,"31,731","45,157","1,815"
39482,"49,375","58,878","7,923"
39483,"27,302","39,861","5,539"
39501,"28,535","36,842","25,586"
39503,"47,514","60,762","36,733"
39507,"46,749","62,847","19,333"
39520,"37,828","52,838","17,533"
39525,"63,914","73,057","5,868"
39530,"31,289","45,389","13,480"
39531,"42,486","56,834","19,670"
39532,"55,754","68,372","25,452"
39534,"42,321","52,682","2,978"
39540,"40,618","50,188","7,598"
39553,"43,870","54,648","16,124"
39556,"46,065","54,442","6,197"
39560,"50,265","61,468","19,502"
39561,"47,968","60,795","1,191"
39562,"49,368","54,731","16,691"
39563,"35,398","45,617","15,865"
39564,"61,648","80,684","31,844"
39565,"50,846","58,269","14,624"
39567,"37,100","52,650","13,333"
39571,"49,372","68,952","14,848"
39572,"37,662","40,928","1,784"
39573,"46,651","62,031","6,505"
39574,"49,592","55,760","10,902"
39576,"33,669","51,533","6,704"
39577,"41,743","55,419","8,613"
39581,"42,381","55,801","12,923"
39601,"36,836","53,667","22,985"
39629,"40,000","49,974","5,760"
39630,"34,574","63,186","1,100"
39631,"26,684","37,234","3,656"
39633,"27,477","34,839","1,347"
39635,"26,278","41,975",160
39638,"27,520","36,122","3,597"
39641,"37,351","48,222","4,276"
39643,"28,150","39,081","1,222"
39645,"26,808","41,101","5,184"
39647,"34,613","62,715","1,002"
39648,"28,673","41,202","21,060"
39652,"27,810","43,584","8,365"
39653,"33,729","59,543","2,918"
39654,"39,413","51,279","5,802"
39656,"23,954","35,846",880
39657,"31,944","46,369","2,490"
39661,"29,853","44,247","3,158"
39662,"45,633","57,960","1,187"
39663,"28,824","40,809","3,349"
39664,"31,222","48,195","2,161"
39665,"40,101","51,507","1,214"
39666,"38,249","54,100","8,716"
39667,"31,602","44,592","12,429"
39668,"29,268","39,983",758
39669,"28,548","49,666","6,325"
39701,"23,492","40,251","16,060"
39702,"39,653","50,816","22,139"
39705,"52,162","68,438","14,626"
39730,"30,940","44,430","12,609"
39735,"29,395","39,227","4,422"
39736,"35,958","66,035",339
39737,"40,519","50,532",309
39739,"28,167","35,187","3,220"
39740,"46,423","58,763","4,634"
39741,"30,272","41,642","1,615"
39743,"22,030","38,274","2,277"
39744,"33,210","42,872","6,266"
39745,"31,414","45,102",981
39746,"41,004","45,332","3,251"
39747,"31,089","45,051","2,409"
39750,"35,048","51,280","2,752"
39751,"33,564","42,299","1,314"
39752,"34,052","41,365","2,346"
39755,"30,770","41,500","1,260"
39756,"32,176","46,638","2,028"
39759,"29,871","47,535","37,292"
39760,"24,889","40,590",4
39762,"37,583","57,754","1,949"
39766,"43,877","55,220","2,449"
39767,"35,530","45,445",907
39769,"40,571","57,725","2,120"
39771,"40,519","50,532",148
39772,"31,516","44,278","2,163"
39773,"30,578","45,836","17,533"
39776,"31,848","44,991","1,988"
39813,"27,384","38,897","2,110"
39815,"31,735","41,179","1,686"
39817,"30,596","40,714","10,894"
39819,"35,769","50,182","11,282"
39823,"27,402","43,183","8,550"
39824,"24,105","34,827",544
39825,"27,678","39,455","1,461"
39826,"34,138","43,553",418
39827,"30,083","40,421","3,842"
39828,"32,610","48,318","15,150"
39834,"39,216","60,710","2,138"
39836,"26,946","45,990",461
39837,"31,104","43,408","6,166"
39840,"26,803","47,075","5,726"
39841,"27,459","40,206",878
39842,"26,952","42,077","8,357"
39845,"36,135","54,885","7,871"
39846,"27,208","38,075","2,440"
39851,"26,250","33,711","2,388"
39854,"28,727","32,855","2,592"
39859,"31,062","39,800","1,281"
39861,"27,230","43,509","1,003"
39862,"32,966","37,198","1,326"
39866,"38,646","40,465","2,122"
39867,"27,218","37,385",321
39870,"34,851","47,234","2,238"
39877,"28,713","41,339",500
39885,"43,333","56,268",76
39886,"24,082","33,416","1,616"
39897,"34,979","44,131","3,430"
40003,"57,822","69,909","1,902"
40004,"45,154","55,001","28,245"
40006,"50,049","55,047","5,084"
40007,"47,782","51,417",166
40008,"52,886","55,465","3,476"
40009,"37,959","43,014","1,051"
40010,"111,023","131,030",587
40011,"45,700","54,748","2,549"
40012,"52,415","54,553",589
40013,"60,310","66,811","5,369"
40014,"82,989","100,044","19,986"
40019,"35,932","51,647","3,789"
40020,"60,076","66,312",109
40022,"70,167","124,935",834
40023,"79,086","90,887","4,118"
40025,"110,350","181,560",59
40026,"106,605","117,035","5,458"
40031,"64,234","76,342","22,863"
40033,"38,352","50,894","12,355"
40036,"47,256","51,404",223
40037,"38,416","47,764","2,864"
40040,"49,615","54,040",531
40041,"65,721","118,108",286
40045,"44,680","54,876","3,451"
40046,"53,181","58,965","1,741"
40047,"56,088","63,848","19,345"
40048,"60,076","66,312",113
40049,"37,158","46,400",115
40050,"40,448","51,231","1,389"
40051,"40,779","53,521","4,799"
40052,"38,691","51,392",515
40055,"51,187","59,110","1,752"
40056,"69,015","80,359","3,263"
40057,"49,475","55,695","3,354"
40058,"40,448","51,231",64
40059,"115,056","155,116","16,708"
40060,"37,680","45,466","1,184"
40062,"37,095","46,224",301
40063,"49,694","58,773",789
40065,"52,109","65,730","28,025"
40067,"71,348","99,682","5,114"
40068,"48,630","58,842","2,131"
40069,"44,502","56,837","8,276"
40070,"41,568","51,791",582
40071,"61,431","69,503","14,292"
40075,"46,530","56,690","1,323"
40076,"60,736","64,175","2,516"
40077,"59,398","74,296",564
40078,"37,404","42,670","2,200"
40104,"41,313","49,715","1,336"
40107,"43,504","56,297","2,067"
40108,"44,965","52,563","11,574"
40109,"37,324","50,138","1,990"
40110,"53,500","60,294",60
40111,"41,545","46,293","1,682"
40115,"34,288","46,215",727
40117,"52,088","52,976","2,299"
40118,"42,604","50,445","9,724"
40119,"40,888","49,977","1,797"
40121,"43,642","46,601","8,606"
40140,"35,594","46,551",787
40142,"46,343","50,273","2,304"
40143,"36,973","45,923","5,939"
40144,"35,886","46,681","1,866"
40145,"46,441","50,087",908
40146,"31,576","46,649","3,745"
40150,"50,841","59,527","4,103"
40152,"46,441","50,087",604
40155,"33,958","39,204",947
40157,"40,979","49,817",876
40160,"45,993","55,328","23,572"
40161,"41,313","49,715",178
40162,"54,688","61,212","6,056"
40165,"49,265","58,582","32,726"
40170,"34,224","46,688",344
40171,"31,591","46,830",243
40175,"50,898","58,664","13,070"
40176,"35,998","48,138",931
40177,"31,422","41,123","1,462"
40178,"46,441","50,087",468
40202,"18,150","32,349","6,772"
40203,"16,629","25,932","19,694"
40204,"43,421","63,257","14,236"
40205,"68,359","83,664","23,678"
40206,"47,341","62,556","18,865"
40207,"70,284","97,980","29,745"
40208,"24,905","34,623","13,227"
40209,"29,042","34,956",360
40210,"19,521","28,508","14,822"
40211,"23,444","31,929","22,612"
40212,"25,590","32,519","17,685"
40213,"39,716","50,492","16,796"
40214,"38,146","48,349","45,291"
40215,"26,230","34,195","22,287"
40216,"41,502","48,274","40,746"
40217,"42,384","49,487","12,507"
40218,"35,297","46,036","31,658"
40219,"40,891","46,953","38,032"
40220,"50,280","63,017","33,109"
40222,"67,257","88,581","21,359"
40223,"65,417","89,020","22,011"
40228,"55,363","61,711","15,743"
40229,"53,147","59,544","36,852"
40241,"82,110","106,649","28,988"
40242,"53,292","67,784","10,930"
40243,"62,104","79,875","10,210"
40245,"96,179","118,534","30,109"
40258,"47,731","55,571","26,465"
40272,"44,898","51,386","37,394"
40280,"92,128","127,012",303
40291,"62,665","70,433","35,427"
40299,"67,500","77,932","38,371"
40310,"53,243","61,414",526
40311,"41,001","46,706","7,153"
40312,"31,759","40,888","5,898"
40313,"27,558","40,340","3,143"
40322,"18,602","23,054","1,817"
40324,"62,459","70,884","41,342"
40328,"36,384","42,673","1,065"
40330,"45,654","55,149","19,334"
40334,"32,729","42,160",76
40336,"29,108","38,790","13,061"
40337,"33,432","43,171","5,501"
40339,"101,542","155,263",46
40342,"55,492","61,645","21,125"
40346,"33,627","42,141",686
40347,"61,087","75,055","2,767"
40348,"41,667","46,549",600
40350,"39,139","45,242",228
40351,"34,766","48,500","20,249"
40353,"38,050","51,589","20,779"
40356,"43,303","54,967","32,973"
40358,"27,242","33,790",904
40359,"45,359","51,289","7,080"
40360,"33,858","42,142","6,564"
40361,"33,185","42,386","14,245"
40363,"45,315","52,181",22
40370,"69,102","72,171","2,763"
40371,"25,544","31,799","2,827"
40372,"64,396","82,966","2,128"
40374,"27,128","43,715","1,702"
40376,"32,083","40,700",52
40379,"55,359","64,265","3,288"
40380,"32,045","40,675","6,607"
40383,"59,280","73,188","22,408"
40385,"43,280","51,428","3,131"
40387,"1,855","4,183",124
40390,"42,460","58,656","7,366"
40391,"47,844","58,536","35,262"
40402,"25,310","33,968","2,905"
40403,"42,095","50,275","23,774"
40404,"50,400","53,296",643
40409,"33,356","45,013","3,843"
40419,"29,710","37,806","4,621"
40422,"43,366","59,105","24,280"
40434,"20,000","33,632",34
40437,"33,809","41,736","4,932"
40440,"36,167","39,987","2,092"
40442,"31,130","38,204","1,136"
40444,"40,342","49,989","14,096"
40445,"16,874","23,442",997
40447,"21,470","32,288","8,251"
40448,"36,824","45,446",53
40456,"32,159","41,655","9,300"
40460,"16,607","23,136","1,129"
40461,"52,615","59,735","3,121"
40464,"37,611","42,953","1,114"
40468,"43,899","52,277","1,807"
40472,"29,704","42,643","1,679"
40475,"41,815","55,343","55,803"
40481,"21,793","29,427",218
40484,"32,831","42,578","11,612"
40486,"23,193","33,860","2,223"
40489,"32,339","38,033","4,109"
40502,"56,941","88,727","25,709"
40503,"57,392","68,977","28,003"
40504,"35,719","43,331","25,655"
40505,"34,258","46,651","26,040"
40506,"20,768","22,503","2,802"
40507,"18,711","39,534","1,757"
40508,"21,482","31,689","23,569"
40509,"73,222","87,610","32,364"
40510,"87,847","90,408","1,928"
40511,"57,592","65,141","31,798"
40513,"95,529","122,836","10,994"
40514,"76,745","86,618","14,647"
40515,"72,048","88,757","33,595"
40516,"73,988","104,733","2,877"
40517,"38,965","47,131","35,227"
40601,"49,853","62,466","49,566"
40604,"36,714","45,135",462
40701,"31,641","42,233","29,497"
40729,"29,529","56,465","5,485"
40734,"28,342","36,757","3,764"
40737,"44,477","48,312","1,379"
40740,"35,908","44,298","3,321"
40741,"35,759","49,525","21,875"
40743,"44,810","48,538",229
40744,"40,532","54,000","18,334"
40759,"23,558","38,692","2,531"
40763,"22,026","29,405",469
40769,"23,574","36,892","18,507"
40771,"26,662","38,592","1,068"
40801,"20,645","28,639",531
40806,"30,112","40,651","2,499"
40808,"21,420","34,450",99
40810,"22,115","36,110","1,548"
40813,"28,596","39,752",669
40815,"26,153","37,929","1,534"
40816,"19,605","30,113",78
40818,"25,996","37,372",110
40819,"34,886","38,220",729
40820,"25,996","37,372",581
40823,"24,935","33,722","3,792"
40824,"32,267","38,275",559
40826,"34,403","34,310",759
40827,"19,605","30,113",674
40828,"20,927","28,462","3,965"
40829,"28,702","46,967",172
40830,"28,702","46,967",301
40831,"28,105","45,866","5,150"
40840,"19,860","30,722",312
40843,"23,229","27,016",259
40844,"19,605","30,113",123
40845,"22,377","31,885",635
40847,"20,645","28,639",261
40849,"23,229","27,016",352
40854,"29,422","38,334","1,213"
40856,"26,293","36,838",756
40858,"19,605","30,113",397
40862,"34,403","34,310",647
40863,"25,996","37,372",502
40865,"38,235","47,675",410
40868,"26,759","36,001","1,100"
40870,"38,235","47,675",279
40873,"33,727","38,244","2,390"
40874,"19,227","29,463",504
40902,"25,110","28,616","1,239"
40903,"20,412","34,665",681
40906,"21,505","34,953","11,132"
40913,"20,258","25,787",171
40914,"27,132","37,284",467
40915,"20,935","38,642",896
40921,"17,898","28,190",295
40923,"27,418","40,386",735
40927,"23,229","27,016",482
40935,"18,295","35,150","2,699"
40939,"24,902","44,684",273
40940,"24,713","35,427",478
40941,"20,551","32,193",251
40943,"30,878","41,166",748
40946,"30,878","41,166",220
40949,"20,371","38,797",788
40953,"30,878","41,166",998
40958,"25,104","29,043",451
40962,"21,663","34,581","19,143"
40964,"28,702","46,967",151
40965,"23,804","33,548","13,570"
40972,"17,815","28,353","1,327"
40977,"28,112","41,782","10,362"
40979,"19,605","30,113",148
40982,"14,975","30,697",388
40983,"20,200","37,754",352
40988,"24,598","30,323",555
40995,"17,898","28,190",121
40997,"14,975","30,697",371
41001,"71,523","79,217","16,412"
41002,"32,271","48,007","2,510"
41003,"38,431","51,049","2,786"
41004,"38,743","47,912","4,122"
41005,"69,015","79,581","22,569"
41006,"53,739","61,529","4,434"
41007,"62,519","71,542","4,193"
41008,"36,876","53,914","7,457"
41010,"41,817","50,492","3,217"
41011,"40,197","56,877","25,872"
41014,"37,857","42,843","6,942"
41015,"50,096","60,497","20,864"
41016,"39,644","53,953","6,075"
41017,"68,348","90,400","38,940"
41018,"55,939","65,196","27,345"
41030,"49,064","60,903","6,299"
41031,"39,902","48,643","15,886"
41033,"51,468","58,773","1,976"
41034,"45,558","54,077","1,032"
41035,"43,488","57,831","10,785"
41039,"36,044","45,379","2,502"
41040,"37,582","46,161","7,265"
41041,"29,946","43,215","7,153"
41042,"59,669","66,549","49,968"
41043,"44,036","53,585","1,745"
41044,"40,532","49,202","1,116"
41045,"44,080","51,373","1,273"
41046,"39,312","46,651","1,414"
41048,"93,170","107,160","13,959"
41049,"32,170","46,895","2,261"
41051,"68,380","72,754","26,796"
41052,"42,304","58,662",107
41055,"52,966","74,877","1,813"
41056,"38,254","53,217","14,228"
41059,"62,520","76,879","2,712"
41062,"45,558","54,077",35
41063,"50,256","60,293","3,378"
41064,"27,416","37,936","2,073"
41071,"40,083","54,135","20,869"
41073,"45,130","52,708","5,955"
41074,"40,538","48,359","5,338"
41075,"64,800","86,424","16,459"
41076,"51,837","62,953","16,468"
41080,"64,161","80,106","1,849"
41083,"43,640","50,556","1,326"
41085,"54,318","71,072",724
41086,"42,370","49,090","2,771"
41091,"84,179","97,952","16,873"
41092,"57,304","71,660","3,514"
41093,"29,937","41,970","2,869"
41094,"66,780","79,936","13,631"
41095,"42,075","48,133","3,540"
41097,"39,803","50,769","7,349"
41098,"47,214","54,231","2,037"
41099,"43,151","60,769","1,169"
41101,"36,312","54,605","18,758"
41102,"45,025","57,392","21,712"
41121,"44,872","52,014","1,852"
41124,"26,476","36,491","1,039"
41129,"43,656","53,441","9,922"
41132,"31,707","42,448",425
41135,"33,324","38,763",172
41139,"41,418","51,287","8,271"
41141,"29,689","38,225","2,461"
41142,"27,791","37,280",91
